Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,"6,244.58"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,840
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,12.9
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,"2,971.58"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,33489976,"6,459.92"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,"2,919.57"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,"5,300.50"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,537.32
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,"21,573.33"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,"6,795.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,565.6
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489976,"15,287.25"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33490000,"58,028.31"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33490000,"1,089.17"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33490000,448.4
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33490000,"4,085.87"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33490000,"6,328.55"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668198,"28,933.68"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668198,569.17
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668198,"2,708.13"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668198,"3,934.06"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489980,"29,158.54"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489980,544.43
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489980,"3,100.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489980,672
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489980,"2,894.88"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489988,"55,581.78"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489988,4
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489988,"1,045.69"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489988,"6,791.67"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489988,"5,977.79"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668200,"76,597.32"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668200,"1,510.50"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668200,"5,722.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668200,"6,225.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668200,"1,092.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668200,"7,813.95"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668202,280
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668202,"30,410.33"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668202,611.85
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668202,"3,808.94"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33668202,"3,474.85"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489984,"69,276.23"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489984,35.25
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489984,"1,303.55"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489984,511.7
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489984,"4,200.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489984,"1,360.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489984,"6,336.39"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495396,"52,441.26"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495396,12.02
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495396,986.61
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495396,"3,645.83"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495396,723
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495396,"6,818.07"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,"70,948.08"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,4.72
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,"1,334.84"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,512.7
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,573.89
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,"3,402.08"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,906
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,173.64
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495398,"6,040.09"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495394,"52,486.73"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495394,974.44
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495394,441.2
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495394,"1,979.17"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495394,"4,399.19"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489982,"47,683.28"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489982,11.35
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489982,897.1
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489982,"7,100.09"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489982,"4,623.32"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489990,"38,492.46"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489990,10.68
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489990,724.09
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489990,"3,104.17"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489990,"3,453.75"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489992,"80,813.92"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489992,"1,514.56"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489992,"7,027.62"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489992,630.6
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489992,"6,512.50"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489992,"2,023.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489992,252.39
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489992,"7,694.78"
Department of Health,NHS Rotherham CCG,8/31/2020,Prescribing,MEDICINES MANAGEMENT - CLINICAL,FRESENIUS KABI LTD,33515588,4.44
Department of Health,NHS Rotherham CCG,8/31/2020,Prescribing,MEDICINES MANAGEMENT - CLINICAL,FRESENIUS KABI LTD,33515588,"37,166.34"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"63,516.82"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS DES Violent Patients,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,604.17
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"7,444.08"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"12,840.67"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"1,198.60"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"2,083.33"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"4,500.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"23,211.48"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-APMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,180.44
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"2,389.27"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"1,267.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"5,440.34"
Department of Health,NHS Rotherham CCG,8/31/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"7,293.20"
Department of Health,NHS Rotherham CCG,8/31/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489994,"6,339.72"
Department of Health,NHS Rotherham CCG,8/31/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,33584229,763
Department of Health,NHS Rotherham CCG,8/31/2020,Income tax <1Yr,BALANCE SHEET,HMRC,33584229,"59,034.65"
Department of Health,NHS Rotherham CCG,8/31/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33584229,501
Department of Health,NHS Rotherham CCG,8/31/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33584229,"42,644.00"
Department of Health,NHS Rotherham CCG,8/31/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33584229,"31,711.01"
Department of Health,NHS Rotherham CCG,8/31/2020,Utilisation-Cont Care<1Yr,BALANCE SHEET,RETRO CLIENT,33540034,"38,624.86"
Department of Health,NHS Rotherham CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,33433090,"27,643.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"123,676.78"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"2,314.16"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,838
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"11,987.51"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"1,185.09"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"15,685.97"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"4,480.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"12,851.68"
Department of Health,NHS Rotherham CCG,8/31/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"1,472.02"
Department of Health,NHS Rotherham CCG,8/31/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"2,159.27"
Department of Health,NHS Rotherham CCG,8/31/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"2,484.03"
Department of Health,NHS Rotherham CCG,8/31/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33495400,"1,279.57"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489998,"54,776.38"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489998,280
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489998,3.11
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489998,"1,030.56"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489998,"4,036.20"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489998,"6,989.20"
Department of Health,NHS Rotherham CCG,8/31/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,MEDEQUIP ASSISTIVE TECHNOLOGY LTD,33433915,"193,646.40"
Department of Health,NHS Rotherham CCG,8/31/2020,Utilisation-Cont Care<1Yr,BALANCE SHEET,RETRO CLIENT,33594260,"69,218.44"
Department of Health,NHS Rotherham CCG,8/31/2020,Oth Travel Costs-Patient Transport,PATIENT TRANSPORT,PREMIER CARE DIRECT LTD,33418697,"47,297.42"
Department of Health,NHS Rotherham CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,33433083,"2,793,272.00"
Department of Health,NHS Rotherham CCG,8/31/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ROTHERHAM HOSPICE TRUST (THE),33572525,"1,099,530.00"
Department of Health,NHS Rotherham CCG,8/31/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ROTHERHAM HOSPICE TRUST (THE),33635356,"25,770.22"
Department of Health,NHS Rotherham CCG,8/31/2020,Cont Care- Prior Year Payments,CHC AD FULL FUND PERS HLTH BUD,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,33500313,"30,784.51"
Department of Health,NHS Rotherham CCG,8/31/2020,Cont Care-Physical Disab (<65),CHC AD FULL FUND PERS HLTH BUD,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,33500313,"21,802.03"
Department of Health,NHS Rotherham CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,33433100,"16,258,504.00"
Department of Health,NHS Rotherham CCG,7/31/2020,Hlthcre-Foundation Trsts,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,33237944,"84,643.00"
Department of Health,NHS Rotherham CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,33433097,"198,638.00"
Department of Health,NHS Rotherham CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,33433086,"57,294.00"
Department of Health,NHS Rotherham CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,33433099,"2,224,428.00"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489995,-467.39
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489995,"-6,183.56"
Department of Health,NHS Rotherham CCG,8/31/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489995,-68.73
Department of Health,NHS Rotherham CCG,8/31/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489995,-111.33
Department of Health,NHS Rotherham CCG,8/31/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33489995,-981
