Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32911490,"-1,244.40"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,32911491,"59,215.56"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32911491,"10,797.49"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,32911491,"1,244.40"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881872,-333.57
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881872,"-18,544.58"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881872,-49.05
Department of Health,NHS Rotherham CCG,30/06/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881872,"-1,272.30"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881872,"-10,358.77"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881872,"-10,517.01"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881873,"2,940.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881873,"93,874.28"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881873,"1,849.20"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881873,762.92
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881873,"9,116.66"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881873,"1,601.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881873,"40,506.29"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881873,"26,900.54"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668345,-87.85
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668345,-506.93
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668345,-422.45
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668345,"-5,856.28"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668345,"-22,133.74"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668345,-62.13
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668345,"-7,437.39"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668345,"-7,922.48"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"122,902.84"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"2,380.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"2,413.95"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,4.19
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"2,312.30"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"10,391.67"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"2,333.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"2,291.63"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"51,955.68"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668348,"34,604.97"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668339,-811.23
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668339,-501.7
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668339,"-7,394.20"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668339,"-29,560.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668339,-73.78
Department of Health,NHS Rotherham CCG,30/06/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668339,-176.27
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668339,"-14,798.75"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668339,"-13,083.79"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"2,563.35"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"155,196.62"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"6,244.58"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"1,820.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,38.71
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"2,971.58"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,32668342,"6,459.92"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"2,919.57"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,537.32
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"21,573.33"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"6,795.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,592.35
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"71,607.26"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668342,"45,861.75"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668401,"58,297.32"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668401,"1,089.17"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668401,"1,345.20"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668401,"4,085.87"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668401,"23,702.96"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668401,"15,695.97"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32887514,"28,900.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32887514,569.17
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32887514,"2,708.13"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32887514,"13,500.54"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32887514,"8,689.97"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,"29,603.10"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,"1,680.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,544.43
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,"3,987.50"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,"2,508.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,"3,100.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,672
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,"11,402.85"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32692991,"8,684.63"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668371,"55,581.78"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668371,"2,100.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668371,12
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668371,"1,045.69"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668371,"4,166.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668371,"6,791.67"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668371,"23,116.48"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668371,"15,454.94"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881875,"1,260.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881875,"76,552.58"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881875,"1,510.50"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881875,"8,420.52"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881875,"6,225.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881875,"1,110.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881875,"36,828.22"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881875,"23,441.85"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881877,140
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881877,"30,397.11"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881877,611.85
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881877,"3,808.94"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881877,"11,721.18"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32881877,"7,499.64"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668359,"-2,215.94"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668359,-227.6
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668359,"-3,301.40"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668359,"-12,482.60"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668359,-33.47
Department of Health,NHS Rotherham CCG,30/06/2020,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668359,-205.5
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668359,"-4,154.12"
Department of Health,NHS Rotherham CCG,30/06/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668359,"-4,462.88"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,"69,276.23"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,105.75
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,"1,303.55"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,511.7
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,"4,200.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,"1,360.00"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,74.45
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,"28,298.57"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668361,"19,009.18"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672650,"52,441.26"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672650,36.06
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672650,986.61
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672650,"3,645.83"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672650,"2,171.37"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672650,893.95
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672650,"23,002.38"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672650,"14,718.65"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,"70,948.08"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,280
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,14.17
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,"1,334.84"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,512.7
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,638.99
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,"3,402.08"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,906
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,"26,947.38"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672652,"18,120.25"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672647,"53,883.80"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672647,974.44
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672647,441.2
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672647,"1,979.17"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672647,"22,251.24"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32672647,"13,197.57"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668357,"47,683.28"
Department of Health,NHS Rotherham CCG,30/06/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,32668357,34.04
