Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824777,"21,573.33"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824777,"6,795.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824777,"15,287.25"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824801,"58,028.31"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824801,25.44
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824801,"1,089.17"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824801,448.4
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824801,"4,085.87"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824801,"5,451.30"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005439,"28,933.68"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005439,569.17
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005439,"2,708.13"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005439,"3,104.13"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824781,"29,257.37"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NHS ROTHERHAM CCG GP PRACTICE,33824781,527.82
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824781,544.43
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824781,"3,100.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824781,672
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824781,241.82
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824781,"2,894.88"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824789,"55,671.74"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824789,4
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824789,"1,045.69"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824789,"6,791.67"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824789,"5,316.88"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005446,"76,597.32"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005446,"1,510.50"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005446,"5,929.98"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005446,"6,225.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005446,"1,092.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005446,"7,813.95"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005448,"30,410.33"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005448,611.85
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005448,"3,808.94"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,34005448,"2,694.87"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824785,"69,276.23"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824785,123.72
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824785,"1,303.55"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824785,511.7
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824785,"4,200.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824785,"1,360.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824785,163.05
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824785,"6,336.39"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826396,"52,441.26"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826396,31.83
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826396,986.61
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826396,"3,645.83"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826396,723
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826396,"5,288.60"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,"70,948.08"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,38.84
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,"1,334.84"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,512.7
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,573.89
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,"3,402.08"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,906
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,"6,040.09"
Department of Health,NHS Rotherham CCG,30/09/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,"1,357.02"
Department of Health,NHS Rotherham CCG,30/09/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,"1,548.17"
Department of Health,NHS Rotherham CCG,30/09/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,"1,375.83"
Department of Health,NHS Rotherham CCG,30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826398,"1,179.44"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826394,"53,657.32"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826394,974.44
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826394,441.2
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826394,"1,979.17"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826394,160.28
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826394,"4,399.19"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824783,"48,334.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824783,11.35
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824783,897.1
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824783,"7,100.09"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824783,"3,965.40"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824791,"38,492.46"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824791,11.57
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824791,724.09
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824791,"3,104.17"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824791,"3,453.75"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824793,"81,632.16"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824793,"1,514.56"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824793,"8,127.60"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824793,630.6
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824793,"6,512.50"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824793,"2,023.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824793,"7,694.78"
Department of Health,NHS Rotherham CCG,30/09/2020,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,ELYSIUM HEALTHCARE LTD,33742554,"67,932.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Prescribing,MEDICINES MANAGEMENT - CLINICAL,FRESENIUS KABI LTD,34023222,4.44
Department of Health,NHS Rotherham CCG,30/09/2020,Prescribing,MEDICINES MANAGEMENT - CLINICAL,FRESENIUS KABI LTD,34023222,"32,707.42"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,"65,997.25"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-APMS DES Violent Patients,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,604.17
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,100.87
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,"12,840.67"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,"1,198.60"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,"2,083.33"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,"4,500.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-APMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,36.09
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,478
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GATE SURGERY,33824795,"5,440.34"
Department of Health,NHS Rotherham CCG,30/09/2020,Computer Software/License,PRIMARY CARE IT,HEALTHCARE GATEWAY LTD,33828395,"32,063.15"
Department of Health,NHS Rotherham CCG,30/09/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,33894225,782
Department of Health,NHS Rotherham CCG,30/09/2020,Income tax <1Yr,BALANCE SHEET,HMRC,33894225,"59,531.65"
Department of Health,NHS Rotherham CCG,30/09/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33894225,497
Department of Health,NHS Rotherham CCG,30/09/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33894225,"43,212.51"
Department of Health,NHS Rotherham CCG,30/09/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33894225,"32,215.46"
Department of Health,NHS Rotherham CCG,30/09/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33894225,"-1,335.56"
Department of Health,NHS Rotherham CCG,30/09/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,33786294,"27,643.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,"123,676.78"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,65.33
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,"2,314.16"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,838
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,"11,987.51"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,"1,185.09"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,"11,770.84"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,"4,480.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,542.53
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33826400,"12,088.28"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824799,"54,776.38"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824799,15.02
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824799,"1,030.56"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824799,"4,036.20"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824799,"5,821.35"
Department of Health,NHS Rotherham CCG,30/09/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824799,101.18
Department of Health,NHS Rotherham CCG,30/09/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,MEDEQUIP ASSISTIVE TECHNOLOGY LTD,33742573,"193,646.40"
Department of Health,NHS Rotherham CCG,30/09/2020,Clinical&Medical-Commercial Sector,LEARNING DIFFICULTIES,MOORVILLE RESIDENTIAL,34007156,"27,654.90"
Department of Health,NHS Rotherham CCG,30/09/2020,Prescribing,PRESCRIBING,ONE-OFF SUPPLIER,33967506,"31,365.38"
Department of Health,NHS Rotherham CCG,30/09/2020,Computer Software/License,NON RECURRENT PROGRAMMES,OPTUM HEALTH SOLUTIONS (UK) LTD,33963974,"101,673.60"
Department of Health,NHS Rotherham CCG,30/09/2020,Oth Travel Costs-Patient Transport,PATIENT TRANSPORT,PREMIER CARE DIRECT LTD,33742562,"47,297.42"
Department of Health,NHS Rotherham CCG,30/09/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,ROCHE ABBEY CARE HOME,33787197,"5,995.58"
Department of Health,NHS Rotherham CCG,30/09/2020,Cont Care-Interim Funding(Pre Panel),CHC ADULT FULLY FUNDED,ROCHE ABBEY CARE HOME,33787197,"12,883.47"
Department of Health,NHS Rotherham CCG,30/09/2020,Cont Care-Learning Disab(65+),CHC ADULT FULLY FUNDED,ROCHE ABBEY CARE HOME,33787197,"1,740.65"
Department of Health,NHS Rotherham CCG,30/09/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ROCHE ABBEY CARE HOME,33787197,"14,162.41"
Department of Health,NHS Rotherham CCG,30/09/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,ROCHE ABBEY CARE HOME,33787197,580.22
Department of Health,NHS Rotherham CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,33786256,"2,793,272.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,33821150,"49,025.83"
Department of Health,NHS Rotherham CCG,30/09/2020,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,33821181,"27,345.76"
Department of Health,NHS Rotherham CCG,30/09/2020,Social Care-Direct Payments,COMMISSIONING - NON ACUTE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,33974556,"229,348.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,33974557,"904,250.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Social Care-Direct Payments,REABLEMENT,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,33974564,"1,046,538.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Clinical&Medical-Othe Public Sector,CARERS,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,33974565,"150,000.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,33786364,"16,258,504.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Hlthcre-Foundation Trsts,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,33974545,"87,464.57"
Department of Health,NHS Rotherham CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,33786348,"198,638.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,33786272,"57,294.00"
Department of Health,NHS Rotherham CCG,30/09/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,33786355,"2,224,428.00"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824796,-429.45
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824796,-467.39
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824796,"-6,183.56"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824796,"-2,438.91"
Department of Health,NHS Rotherham CCG,30/09/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824796,-68.73
Department of Health,NHS Rotherham CCG,30/09/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,33824796,"-7,586.54"
