Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Cont Care- Prior Year Payments,CHC CHILDREN,HERTFORDSHIRE COUNTY COUNCIL,34794014,"58,187.56",Cont Care- Prior Year Payments,1802999930
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,34794115,"31,520.00",Clinical&Medical-Othe Public Sector,1803179282
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,34794115,"81,384.00",Clinical&Medical-Othe Public Sector,1803179282
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HERTFORDSHIRE COUNTY COUNCIL,34794115,"81,937.00",Cont Care- Adult 100% Fully Funded,1803179282
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Soc Care-Other Soc Care,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,34794115,"1,199,429.00",Soc Care-Other Soc Care,1803179282
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,HERTFORDSHIRE COUNTY COUNCIL,34918435,"88,284.06",Cont Care- Prior Year Payments,1802890222
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Cont Care- Prior Year Payments,CHC ADULT JOINT FUNDED,HERTFORDSHIRE COUNTY COUNCIL,34918435,"45,154.83",Cont Care- Prior Year Payments,1802890222
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HERTFORDSHIRE COUNTY COUNCIL,35050011,"357,093.00",Clinical&Medical-Othe Public Sector,1803201393
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Othe Public Sector,Winter Resilience,HERTFORDSHIRE COUNTY COUNCIL,35069332,"120,000.00",Clinical&Medical-Othe Public Sector,1803180583
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Seconded-Basic Sal-Staff fm oth org,NURSING DIRECTORATE,HERTFORDSHIRE COUNTY COUNCIL,35069339,"23,881.00",Seconded-Basic Sal-Staff fm oth org,1803199393
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Seconded-Employer's NHI Costs,NURSING DIRECTORATE,HERTFORDSHIRE COUNTY COUNCIL,35069339,"2,891.00",Seconded-Employer's NHI Costs,1803199393
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Seconded-Employer's Pension Costs,NURSING DIRECTORATE,HERTFORDSHIRE COUNTY COUNCIL,35069339,"4,920.00",Seconded-Employer's Pension Costs,1803199393
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,34926472,"6,886,854.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP012112
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,34865900,"78,757.09",Clinical&Medical-Independent Sector,6148
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,34865925,"154,053.62",Clinical&Medical-Independent Sector,6152
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,34865942,"151,522.39",Clinical&Medical-Independent Sector,6153
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,34865942,"27,453.17",Clinical&Medical-Independent Sector,6153
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,34865942,"499,693.06",Clinical&Medical-Independent Sector,6153
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,35078942,"38,581.93",C&M-GMS Global Sum,HT000051806
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,34926475,"123,364.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP012113
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,34942199,"62,469.50",Computer Maintenance,5102604
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,34942199,"12,493.90",Computer Maintenance,5102604
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,34942200,"62,469.50",Computer Maintenance,5102601
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,34942200,"12,493.90",Computer Maintenance,5102601
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,34942201,"62,469.50",Computer Maintenance,5102620
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,34942201,"12,493.90",Computer Maintenance,5102620
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,External Consultancy Fees,ADHOC BUSINESS,INSIGHT DIRECT (UK) LTD,34942202,"61,800.00",External Consultancy Fees,5102651
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,External Consultancy Fees,ADHOC BUSINESS,INSIGHT DIRECT (UK) LTD,34942202,"12,360.00",External Consultancy Fees,5102651
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,External Consultancy Fees,ADHOC BUSINESS,INSIGHT DIRECT (UK) LTD,34942203,"61,800.00",External Consultancy Fees,5102618
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,External Consultancy Fees,ADHOC BUSINESS,INSIGHT DIRECT (UK) LTD,34942203,"12,360.00",External Consultancy Fees,5102618
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,34942204,"62,469.50",Computer Maintenance,5102609
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,34942204,"12,493.90",Computer Maintenance,5102609
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,35101504,"30,137.15",Miscellaneous Expenditure (L9),5114237
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,35101504,"6,027.43",Miscellaneous Expenditure (L9),5114237
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Maintenance,PRIMARY CARE IT,ITS DIGITAL,35010514,"31,003.00",Computer Maintenance,16627
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS LES Subj Awaiting CoA App,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,35037102,"30,905.72",C&M-GMS LES Subj Awaiting CoA App,FSEN1220065
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,35078944,"93,510.28",C&M-GMS Global Sum,HT000051808
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,35078944,923.04,C&M-GMS PCO Doctors Ret Scheme,HT000051808
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,35078944,"27,000.00",C&M-GMS Prem Notional Rent,HT000051808
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS LES Subj Awaiting CoA App,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35037094,"36,359.17",C&M-GMS LES Subj Awaiting CoA App,FSEN1220058
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35078946,"109,848.29",C&M-GMS Global Sum,HT000051810
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35078946,"2,191.80",C&M-GMS Prem Actual Rent,HT000051810
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35078946,102.74,C&M-GMS Prem Healthcentre Rent,HT000051810
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35079001,"38,454.55",C&M-GMS Global Sum,HT000051866
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,35097571,"55,992.38",C&M-GMS Cost of Drugs -Dispensing,HT000052104
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35097571,"10,178.02",C&M-GMS Prof Fees Dispensing,HT000052104
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,35097571,173.85,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000052104
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS LES Subj Awaiting CoA App,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,35037059,"31,108.91",C&M-GMS LES Subj Awaiting CoA App,FSEN1220040
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,35078948,"94,192.60",C&M-GMS Global Sum,HT000051812
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,35078948,"7,737.50",C&M-GMS Prem Actual Rent,HT000051812
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KNEBWORTH AND MARYMEAD PRACTICE,35097572,"23,237.27",C&M-GMS Cost of Drugs -Prescribing,HT000052105
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,35097572,"5,459.32",C&M-GMS Prof Fees Prescribing,HT000052105
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,34884170,"74,473.41",C&M-APMS Contract Value,HT000051700
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,34884170,"6,233.40",C&M-PMS QOF Aspiration,HT000051700
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Clinical Other,GP FORWARD VIEW,LEA VALLEY HEALTH LTD,35064898,"25,652.98",Clinical&Medical-Clinical Other,FSEN1220442
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS LES Subj Awaiting CoA App,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,35037044,"31,978.20",C&M-GMS LES Subj Awaiting CoA App,FSEN1220035
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,35078950,"96,413.34",C&M-GMS Global Sum,HT000051814
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,35078950,"28,850.00",C&M-GMS Prem Notional Rent,HT000051814
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,35078950,27.05,C&M-GMS QOF Aspiration,HT000051814
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,34926480,"70,591.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP012114
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,35012088,"-91,783.00",Hcare Srv Rec NHS Trust-Prior Year,B0006904
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS LES Subj Awaiting CoA App,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,35037081,"26,966.20",C&M-GMS LES Subj Awaiting CoA App,FSEN1220051
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,35078952,"81,417.16",C&M-GMS Global Sum,HT000051816
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,34952818,"31,172.10",Clinical&Medical-Voluntary Sector,MS202280
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,External Data Contracts,STRATEGY & DEVELOPMENT,MEDEANALYTICS,34875085,"35,710.00",External Data Contracts,INV16399
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,34926423,"189,471.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP012103
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,35120612,"126,062.65",Clinical&Medical-Independent Sector,28859
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34926490,"419,779.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP012116
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35078956,"53,369.04",C&M-GMS Global Sum,HT000051820
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35078956,"1,875.00",C&M-GMS Prem Notional Rent,HT000051820
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,35097576,"-43,601.87",C&M-GMS Cost of Drugs -Dispensing,HT000052109
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35097576,"-3,275.70",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000052109
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,35097577,"110,088.14",C&M-GMS Cost of Drugs -Dispensing,HT000052110
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35097577,"19,746.02",C&M-GMS Prof Fees Dispensing,HT000052110
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,35097577,"3,275.70",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000052110
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35078954,"74,963.49",C&M-GMS Global Sum,HT000051818
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35078954,"3,500.00",C&M-GMS Prem Notional Rent,HT000051818
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35078954,365.65,C&M-GMS QOF Aspiration,HT000051818
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078998,"-2,193.73",C&M-GMS GP Statutory Levy,HT000051863
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078998,-149.57,C&M-GMS Voluntary Levy,HT000051863
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078998,-144.9,ME - GMS TPS Added Years Adj EEs,HT000051863
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078998,"-3,619.92",ME-GMS GP Pension EEs,HT000051863
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078998,"-7,639.30",ME-GMS GP Pension EEs Adjustments,HT000051863
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078998,"-12,144.54",ME-GMS GP Pension ERs Adjustments,HT000051863
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078999,"141,128.93",C&M-GMS Global Sum,HT000051864
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078999,"10,642.20",C&M-GMS PCO Locum Adop/Pat/Mat,HT000051864
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078999,"14,012.16",C&M-GMS PCO Locum Sickness,HT000051864
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35078999,"17,587.50",C&M-GMS Prem Notional Rent,HT000051864
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Computer Software/License,IT MANAGEMENT TEAM,NEXTHINK SA,35030088,"99,990.00",Computer Software/License,11005093
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,34926493,"811,458.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP012117
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,35078958,"73,313.38",C&M-GMS Global Sum,HT000051822
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,35078958,"21,725.00",C&M-GMS Prem Notional Rent,HT000051822
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,35078960,"41,928.11",C&M-GMS Global Sum,HT000051824
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,35078960,"4,204.00",C&M-GMS PCO Other,HT000051824
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,35078960,"8,355.00",C&M-GMS Prem Actual Rent,HT000051824
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS LES Subj Awaiting CoA App,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35037062,"49,174.76",C&M-GMS LES Subj Awaiting CoA App,FSEN1220042
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078994,"-2,308.02",C&M-GMS GP Statutory Levy,HT000051859
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078994,-157.37,C&M-GMS Voluntary Levy,HT000051859
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078994,"-9,162.51",ME-GMS GP Pension EEs,HT000051859
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078994,"-14,137.50",ME-GMS GP Pension EEs Adjustments,HT000051859
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078994,"-24,481.95",ME-GMS GP Pension ERs Adjustments,HT000051859
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078995,"148,617.24",C&M-GMS Global Sum,HT000051860
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078995,"1,230.72",C&M-GMS PCO Doctors Ret Scheme,HT000051860
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078995,"19,125.00",C&M-GMS Prem Actual Rent,HT000051860
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35078995,"21,700.00",C&M-GMS Prem Notional Rent,HT000051860
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS LES Subj Awaiting CoA App,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,35037068,"33,378.90",C&M-GMS LES Subj Awaiting CoA App,FSEN1220045
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,35078962,"101,070.43",C&M-GMS Global Sum,HT000051826
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,35078962,436.48,C&M-GMS QOF Aspiration,HT000051826
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS LES Subj Awaiting CoA App,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,35037075,"35,799.74",C&M-GMS LES Subj Awaiting CoA App,FSEN1220048
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,35078964,"108,561.99",C&M-GMS Global Sum,HT000051828
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,35078964,"4,266.00",C&M-GMS PCO Locum Sickness,HT000051828
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,35078964,"6,195.00",C&M-GMS Prem Actual Rent,HT000051828
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,35078964,"15,581.25",C&M-GMS Prem Notional Rent,HT000051828
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),34926515,"5,709,907.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP012122
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35078968,"69,158.69",C&M-GMS Global Sum,HT000051832
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35078968,"5,230.72",C&M-GMS PCO Doctors Ret Scheme,HT000051832
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35078968,"14,137.50",C&M-GMS Prem Notional Rent,HT000051832
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,35078968,256.44,C&M-GMS Prem Water Rates,HT000051832
Department of Health,NHS East & North Hertfordshire CCG,12/31/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PUCKERIDGE & STANDON SURGERY,35097583,"29,964.05",C&M-GMS Cost of Drugs -Prescribing,HT000052116
