Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33666956,700,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049601
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33666956,"118,018.15",C&M-GMS Global Sum,HT000049601
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33666956,"12,092.41",C&M-GMS QOF Aspiration,HT000049601
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33666957,"-7,389.94",ME - GMS GP Prior Year ERs,HT000049602
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33666957,-250,ME - GMS TPS Added Years Adj EEs,HT000049602
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33666957,"-4,943.88",ME-GMS GP Pension EEs,HT000049602
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33666957,"-2,337.95",ME-GMS GP Pension EEs Adjustments,HT000049602
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33666957,"-9,114.77",ME-GMS GP Pension ERs Adjustments,HT000049602
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33666957,"-4,779.33",ME-GMS GP Prior Year EEs,HT000049602
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33683244,700,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049603
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33683244,"83,313.65",C&M-GMS Global Sum,HT000049603
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33683244,"6,955.41",C&M-GMS QOF Aspiration,HT000049603
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33683244,24.99,ME-GMS GP Pension AVCs,HT000049603
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33683244,96.24,ME-GMS GP Pension EEs Adjustments,HT000049603
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33683244,107.88,ME-GMS GP Pension ERs Adjustments,HT000049603
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,33424777,"3,659,107.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP092013
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,33410811,"196,813.00",Clinical&Medical-Othe Public Sector,1803078625
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Accruals <1Yr-Non-NHS PeriodEndAccrual,BALANCE SHEET,HERTFORDSHIRE COUNTY COUNCIL,33432972,"48,559.00",Accruals <1Yr-Non-NHS PeriodEndAccrual,1803065603
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,33453085,"26,922.00",Clinical&Medical-Othe Public Sector,1803078622
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,33453085,"81,384.00",Clinical&Medical-Othe Public Sector,1803078622
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HERTFORDSHIRE COUNTY COUNCIL,33453085,"81,937.00",Cont Care- Adult 100% Fully Funded,1803078622
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Seconded-Basic Sal-Staff fm oth org,OPERATIONS MANAGEMENT,HERTFORDSHIRE COUNTY COUNCIL,33453085,"4,598.00",Seconded-Basic Sal-Staff fm oth org,1803078622
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Soc Care-Other Soc Care,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,33453085,"1,199,429.00",Soc Care-Other Soc Care,1803078622
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,33605034,"196,813.00",Clinical&Medical-Othe Public Sector,1803106543
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,33424778,"6,624,854.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP092014
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,33501385,"135,723.21",Clinical&Medical-Independent Sector,5950
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,33501396,"133,493.16",Clinical&Medical-Independent Sector,5951
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,33501396,"24,186.60",Clinical&Medical-Independent Sector,5951
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,33501396,"440,236.00",Clinical&Medical-Independent Sector,5951
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Clinical Other,NHS 111,HERTS URGENT CARE,33535248,"59,348.37",Clinical&Medical-Clinical Other,5977
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Clinical Other,NHS 111,HERTS URGENT CARE,33535266,"261,453.63",Clinical&Medical-Clinical Other,5976
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Independent Sector,URGENT CARE,HERTS URGENT CARE,33571654,"70,547.35",Clinical&Medical-Independent Sector,5935
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,33666959,"38,507.25",C&M-GMS Global Sum,HT000049605
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,33666959,"9,045.00",C&M-GMS Prem Actual Rent,HT000049605
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,33666959,"4,051.78",C&M-GMS QOF Aspiration,HT000049605
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33424780,"123,364.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP092016
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,External Consultancy Fees,ADHOC BUSINESS,INSIGHT DIRECT (UK) LTD,33457743,"21,518.00",External Consultancy Fees,4929655
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Computer Hardware Purch,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,33690325,"72,705.00",Computer Hardware Purch,4950091
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Computer Hardware Purch,CCG-IT PROGRAMME,INSIGHT DIRECT (UK) LTD,33690325,"14,541.00",Computer Hardware Purch,4950091
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33666961,"93,648.74",C&M-GMS Global Sum,HT000049607
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33666961,"8,713.97",C&M-GMS QOF Aspiration,HT000049607
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33666962,"-21,085.40",C&M-GMS Prem Rates,HT000049608
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33666962,"-6,288.68",ME-GMS GP Pension EEs,HT000049608
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33666962,"-5,807.89",ME-GMS GP Pension ERs Adjustments,HT000049608
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33666963,420,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049609
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33666963,"109,782.54",C&M-GMS Global Sum,HT000049609
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33666963,"51,124.82",C&M-GMS Prem Actual Rent,HT000049609
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33666963,558.67,C&M-GMS Prem Healthcentre Rent,HT000049609
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33666963,"10,488.96",C&M-GMS QOF Aspiration,HT000049609
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,33685510,"29,941.00",C&M-GMS Cost of Drugs -Dispensing,HT000049891
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33685510,"4,530.50",C&M-GMS Prof Fees Dispensing,HT000049891
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,33685510,329.4,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000049891
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,33424781,"35,296.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP092017
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,33666965,"93,085.31",C&M-GMS Global Sum,HT000049611
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,33666965,"26,575.00",C&M-GMS Prem Actual Rent,HT000049611
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,33666965,"9,904.58",C&M-GMS QOF Aspiration,HT000049611
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,33666965,"3,045.00",ME-GMS GP Pension EEs Adjustments,HT000049611
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,33666965,"3,019.80",ME-GMS GP Pension ERs Adjustments,HT000049611
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Clinical Other,GP FORWARD VIEW,LEA VALLEY HEALTH LTD,33412644,"25,652.98",Clinical&Medical-Clinical Other,FSEN08200005
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,33485775,"74,473.41",C&M-APMS Contract Value,HT000049554
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,33485775,934.2,C&M-APMS DES Minor Surgery,HT000049554
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,33485775,"21,000.00",C&M-APMS Prem Actual Rent,HT000049554
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,33485775,420,C&M-PMS DES Learn Dsblty Hlth Chk,HT000049554
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,33485775,"6,233.40",C&M-PMS QOF Aspiration,HT000049554
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33666967,"96,261.85",C&M-GMS Global Sum,HT000049613
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33666967,"8,413.45",C&M-GMS QOF Aspiration,HT000049613
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33424782,"70,591.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP092018
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,33666969,"38,146.91",C&M-GMS Global Sum,HT000049615
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,33666969,"9,315.00",C&M-GMS Prem Actual Rent,HT000049615
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,33666969,"2,944.16",C&M-GMS QOF Aspiration,HT000049615
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33666971,"81,173.88",C&M-GMS Global Sum,HT000049617
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33666971,"47,985.00",C&M-GMS Prem Actual Rent,HT000049617
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33666971,"7,141.42",C&M-GMS QOF Aspiration,HT000049617
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Voluntary Sector,PALLIATIVE CARE,MARIE CURIE,33552727,"41,250.00",Clinical&Medical-Voluntary Sector,7748
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,33553211,"32,703.79",Clinical&Medical-Voluntary Sector,MS201380
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,External Data Contracts,STRATEGY & DEVELOPMENT,MEDEANALYTICS,33571653,"35,710.00",External Data Contracts,CI0000037
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,33424767,"189,471.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP092003
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,33410857,"123,108.05",Clinical&Medical-Independent Sector,27153
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33424784,"419,779.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP092020
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33666974,140,C&M-GMS DES Learn Dsblty Hlth Chk,HT000049621
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33666974,"53,098.91",C&M-GMS Global Sum,HT000049621
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33666974,"6,000.00",C&M-GMS Prem Actual Rent,HT000049621
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33666974,"5,244.00",C&M-GMS QOF Aspiration,HT000049621
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,33685515,"-37,930.80",C&M-GMS Cost of Drugs -Dispensing,HT000049896
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33685515,"-3,074.40",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000049896
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,33685516,"89,434.58",C&M-GMS Cost of Drugs -Dispensing,HT000049897
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33685516,"12,826.17",C&M-GMS Prof Fees Dispensing,HT000049897
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,33685516,"3,074.40",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000049897
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,33683245,"76,371.36",C&M-GMS Global Sum,HT000049619
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,33683245,500,C&M-GMS OOH Opt Outs,HT000049619
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,33683245,"6,523.00",C&M-GMS PCO Other,HT000049619
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,33683245,"6,750.00",C&M-GMS Prem Actual Rent,HT000049619
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,33683245,"8,215.84",C&M-GMS QOF Aspiration,HT000049619
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33667017,"2,598.69",C&M-GMS DES Minor Surgery,HT000049665
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33667017,"141,104.08",C&M-GMS Global Sum,HT000049665
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33667017,"20,715.00",C&M-GMS Prem Actual Rent,HT000049665
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33667017,"6,680.09",C&M-GMS QOF Aspiration,HT000049665
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33667017,"1,216.41",ME - GMS GP Prior Year ERs,HT000049665
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33667017,"2,340.04",ME-GMS GP Prior Year EEs,HT000049665
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33424785,"811,458.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP092021
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Cont Care- Retrospective Claims,CHC ADULT FULLY FUNDED,ONE-OFF SUPPLIER,33576029,"27,492.53",Cont Care- Retrospective Claims,107052-13-AUG-2020
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,Corporation Tax Payable,BALANCE SHEET,ONE-OFF SUPPLIER,33576029,"-3,492.51",Corporation Tax Payable,107052-13-AUG-2020
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,NHS Recbles <1Yr- CHC Risk Pool Con,Balance Sheet,ONE-OFF SUPPLIER,33576029,"82,059.76",NHS Recbles <1Yr- CHC Risk Pool Con,107052-13-AUG-2020
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33666976,"73,312.18",C&M-GMS Global Sum,HT000049623
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33666976,278.08,C&M-GMS Prem Healthcentre Rent,HT000049623
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33666976,"2,332.05",C&M-GMS Prem Notional Rent,HT000049623
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33666976,"7,510.82",C&M-GMS QOF Aspiration,HT000049623
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33666976,"1,619.30",ME-GMS GP Pension EEs Adjustments,HT000049623
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,33666976,"1,862.82",ME-GMS GP Pension ERs Adjustments,HT000049623
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,33666978,"41,188.05",C&M-GMS Global Sum,HT000049625
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,33666978,"3,919.17",C&M-GMS QOF Aspiration,HT000049625
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33667013,"147,434.21",C&M-GMS Global Sum,HT000049661
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,33667013,"14,804.12",C&M-GMS QOF Aspiration,HT000049661
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,33666980,"101,452.37",C&M-GMS Global Sum,HT000049627
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,33666980,"89,611.19",C&M-GMS Prem Actual Rent,HT000049627
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,33666980,"15,290.30",C&M-GMS Prem Healthcentre Rent,HT000049627
Department of Health,NHS East & North Hertfordshire CCG,8/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,33666980,"8,738.30",C&M-GMS QOF Aspiration,HT000049627
