Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GARDEN CITY SURGERY,33333018,346.52,C&M-GMS QOF Aspiration,HT000049276
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Clinical Other,GP FORWARD VIEW,GENERATING HEALTHCARE LTD,33061831,"42,593.18",Clinical&Medical-Clinical Other,FSEN07200347
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,33103903,"68,193.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082011
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,33103904,"178,420.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082012
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,33154571,"-187,915.00",Hcare Srv Rec Fdtn Trust-Prior Year,9014761
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HAILEY VIEW SURGERY,33333020,"3,868.56",C&M-GMS DES Minor Surgery,HT000049278
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HAILEY VIEW SURGERY,33333020,"69,834.39",C&M-GMS Global Sum,HT000049278
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,HAILEY VIEW SURGERY,33333020,923.04,C&M-GMS PCO Doctors Ret Scheme,HT000049278
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,HAILEY VIEW SURGERY,33333020,"5,424.00",C&M-GMS PCO Other,HT000049278
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Care of Older People,REABLEMENT,HALL GROVE SURGERY,33024092,"25,871.62",C&M-GMS LES Care of Older People,FSEN07200122
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33333022,"-9,349.32",C&M-GMS Prem Rates,HT000049280
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33333022,"-2,928.74",ME - GMS TPS Added Years Adj EEs,HT000049280
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33333022,"-14,970.46",ME-GMS GP Pension EEs,HT000049280
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33333022,"-15,226.18",ME-GMS GP Pension ERs Adjustments,HT000049280
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33333023,"3,474.52",C&M-GMS DES Minor Surgery,HT000049281
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33333023,"118,018.15",C&M-GMS Global Sum,HT000049281
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33333023,132.59,C&M-GMS Prem Water Rates,HT000049281
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HALL GROVE SURGERY,33333023,71.04,C&M-GMS QOF Aspiration,HT000049281
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33333025,"5,094.54",C&M-GMS DES Minor Surgery,HT000049283
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,33333025,"83,313.65",C&M-GMS Global Sum,HT000049283
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,HC ONE OVAL LTD,32987238,577.5,Cont Care-FNC Client Continence Allow,STC060354TOSTC060391
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HC ONE OVAL LTD,32987238,"29,952.74",Cont Care-Funded Nursing Care Allow,STC060354TOSTC060391
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Prior Year,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,32985915,"49,170.43",Hcare Srv Rec NHS Trust-Prior Year,H0005919
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-CQUIN,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,33057094,"-86,508.00",Hcare Srv Rec NHS Trust-CQUIN,Y0000584
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,33103906,"3,659,107.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP082013
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Prior Year,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,33126391,"43,964.00",Hcare Srv Rec NHS Trust-Prior Year,H0005466
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-CQUIN,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,33126399,"117,576.18",Hcare Srv Rec NHS Trust-CQUIN,H0005914
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Prior Year,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,33126404,"29,525.00",Hcare Srv Rec NHS Trust-Prior Year,H0005949
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Prior Year,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,33126405,"-112,377.00",Hcare Srv Rec NHS Trust-Prior Year,Y0000582
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,33002580,"56,560.00",Clinical&Medical-Othe Public Sector,1803055891
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,33002580,"162,768.00",Clinical&Medical-Othe Public Sector,1803055891
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HERTFORDSHIRE COUNTY COUNCIL,33002580,"163,874.00",Cont Care- Adult 100% Fully Funded,1803055891
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Seconded-Basic Sal-Staff fm oth org,OPERATIONS MANAGEMENT,HERTFORDSHIRE COUNTY COUNCIL,33002580,"9,374.00",Seconded-Basic Sal-Staff fm oth org,1803055891
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Soc Care-Other Soc Care,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,33002580,"2,398,858.00",Soc Care-Other Soc Care,1803055891
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Accruals <1Yr-Non-NHS PeriodEndAccrual,BALANCE SHEET,HERTFORDSHIRE COUNTY COUNCIL,33080475,"16,697.00",Accruals <1Yr-Non-NHS PeriodEndAccrual,1803065607
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Othe Public Sector,REABLEMENT,HERTFORDSHIRE COUNTY COUNCIL,33080475,"23,146.00",Clinical&Medical-Othe Public Sector,1803065607
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Accruals <1Yr-Non-NHS PeriodEndAccrual,BALANCE SHEET,HERTFORDSHIRE COUNTY COUNCIL,33080482,"67,385.00",Accruals <1Yr-Non-NHS PeriodEndAccrual,1803065601
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Othe Public Sector,REABLEMENT,HERTFORDSHIRE COUNTY COUNCIL,33080482,"-20,840.00",Clinical&Medical-Othe Public Sector,1803065601
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care- Children,CHC CHILDREN,HERTFORDSHIRE COUNTY COUNCIL,33181523,"25,000.00",Cont Care- Children,1803069175
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,HERTFORDSHIRE COUNTY COUNCIL,33194808,"25,000.00",Clinical&Medical-Othe Public Sector,1803078618
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,HERTFORDSHIRE COUNTY COUNCIL,33258117,"30,875.75",Clinical&Medical-Othe Public Sector,1803077156
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,33103908,"6,624,854.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082014
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,33015389,"141,540.99",Clinical&Medical-Independent Sector,5856
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,33015411,"139,215.35",Clinical&Medical-Independent Sector,5857
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,33015411,"25,223.36",Clinical&Medical-Independent Sector,5857
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,33015411,"459,106.69",Clinical&Medical-Independent Sector,5857
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Independent Sector,URGENT CARE,HERTS URGENT CARE,33080382,"70,547.35",Clinical&Medical-Independent Sector,5861
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Clinical Other,NHS 111,HERTS URGENT CARE,33154634,"67,430.04",Clinical&Medical-Clinical Other,5903
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Clinical Other,NHS 111,HERTS URGENT CARE,33154655,"297,056.65",Clinical&Medical-Clinical Other,5902
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,33333027,"38,507.25",C&M-GMS Global Sum,HT000049285
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33103912,"123,364.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP082016
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ISABEL HOSPICE,33080258,"67,486.83",Clinical&Medical-Voluntary Sector,230
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,ISABEL HOSPICE,33357745,"26,285.71",Cont Care- Adult 100% Fully Funded,237
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333028,"-5,930.14",C&M-GMS Prem Healthcentre Rent,HT000049286
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333028,"-4,709.44",ME - GMS GP Prior Year ERs,HT000049286
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333028,"-6,372.86",ME-GMS GP Pension EEs,HT000049286
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333028,"-18,995.00",ME-GMS GP Pension EEs Adjustments,HT000049286
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333028,"-25,601.23",ME-GMS GP Pension ERs Adjustments,HT000049286
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333028,"-4,748.74",ME-GMS GP Prior Year EEs,HT000049286
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333029,"2,408.71",C&M-GMS DES Minor Surgery,HT000049287
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333029,"93,648.74",C&M-GMS Global Sum,HT000049287
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333029,"31,947.95",C&M-GMS Prem Notional Rent,HT000049287
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333029,"8,196.57",ME - GMS GP Prior Year ERs,HT000049287
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,33333029,"7,695.00",ME-GMS GP Prior Year EEs,HT000049287
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS LES Care of Older People,REABLEMENT,KING GEORGE SURGERY,33024107,"25,130.62",C&M-GMS LES Care of Older People,FSEN07200130
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33333031,"2,145.72",C&M-GMS DES Minor Surgery,HT000049289
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33333031,"109,782.54",C&M-GMS Global Sum,HT000049289
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33333031,"1,576.98",C&M-GMS Prem Water Rates,HT000049289
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,33353007,"27,075.16",C&M-GMS Cost of Drugs -Dispensing,HT000049474
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,33353007,"3,261.96",C&M-GMS Prof Fees Dispensing,HT000049474
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,33353007,274.5,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000049474
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,33103915,"35,296.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082017
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,33333033,"1,576.52",C&M-GMS DES Minor Surgery,HT000049291
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,33333033,"93,085.31",C&M-GMS Global Sum,HT000049291
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Clinical Other,GP FORWARD VIEW,LEA VALLEY HEALTH LTD,33061822,"25,652.98",Clinical&Medical-Clinical Other,FSEN07200343
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,33065946,"74,473.41",C&M-APMS Contract Value,HT000049152
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,33065946,"6,233.40",C&M-PMS QOF Aspiration,HT000049152
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33333034,890.4,C&M-GMS DES Minor Surgery,HT000049293
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33333034,"96,261.85",C&M-GMS Global Sum,HT000049293
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33333034,27.05,C&M-GMS QOF Aspiration,HT000049293
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33333034,688.46,ME - GMS GP Prior Year ERs,HT000049293
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33333034,694.21,ME-GMS GP Prior Year EEs,HT000049293
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33346288,"-19,619.07",C&M-GMS Prem Rates,HT000049292
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33346288,"-3,044.92",ME - GMS GP Prior Year ERs,HT000049292
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33346288,-570.88,ME - GMS TPS Added Years Adj EEs,HT000049292
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33346288,"-3,178.47",ME-GMS GP Pension EEs,HT000049292
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33346288,"-3,437.20",ME-GMS GP Pension ERs Adjustments,HT000049292
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33346288,-364.92,ME-GMS GP Prior Year AVCs,HT000049292
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,33346288,"-2,810.26",ME-GMS GP Prior Year EEs,HT000049292
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,33103916,"70,591.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP082018
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,33333035,"4,291.87",C&M-GMS DES Minor Surgery,HT000049294
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,33333035,"38,146.91",C&M-GMS Global Sum,HT000049294
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MANOR HOUSE SURGERY STEVENAGE,33333035,129.57,C&M-GMS Prem Water Rates,HT000049294
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33333036,"-19,936.90",C&M-GMS Prem Rates,HT000049295
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33333036,-200.87,ME - GMS TPS Added Years Adj EEs,HT000049295
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33333036,"-4,077.29",ME-GMS GP Pension EEs,HT000049295
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33333036,"-4,571.65",ME-GMS GP Pension ERs Adjustments,HT000049295
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33333037,"5,255.28",C&M-GMS DES Minor Surgery,HT000049296
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,33333037,"81,173.88",C&M-GMS Global Sum,HT000049296
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,33194797,"28,536.77",Clinical&Medical-Voluntary Sector,MS201131
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,External Data Contracts,STRATEGY & DEVELOPMENT,MEDEANALYTICS,33258102,"35,710.00",External Data Contracts,INV16145
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,33103886,"189,471.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082003
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,32969546,"123,108.05",Clinical&Medical-Independent Sector,26901
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33103920,"419,779.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP082020
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33333041,"2,277.38",C&M-GMS DES Minor Surgery,HT000049300
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33333041,"53,098.91",C&M-GMS Global Sum,HT000049300
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,33353012,"-52,529.46",C&M-GMS Cost of Drugs -Dispensing,HT000049479
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33353012,"-3,623.40",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000049479
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,33353013,"85,318.15",C&M-GMS Cost of Drugs -Dispensing,HT000049480
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,33353013,"16,962.35",C&M-GMS Prof Fees Dispensing,HT000049480
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,33353013,"3,623.40",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000049480
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,33333039,"4,116.38",C&M-GMS DES Minor Surgery,HT000049298
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,33333039,"76,371.36",C&M-GMS Global Sum,HT000049298
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,33333039,365.65,C&M-GMS QOF Aspiration,HT000049298
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33333081,"1,430.47",C&M-GMS DES Minor Surgery,HT000049342
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33333081,"141,104.08",C&M-GMS Global Sum,HT000049342
Department of Health,NHS East & North Hertfordshire CCG,7/31/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,33333081,685.24,C&M-GMS Prem Water Rates,HT000049342
