Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,35420021,"2,890.14",C&M-GMS DES Minor Surgery,HT000052339
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,35420021,"84,498.67",C&M-GMS Global Sum,HT000052339
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,35420021,"5,823.96",ME - GMS GP Prior Year ERs,HT000052339
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,35420021,"2,824.92",ME-GMS GP Pension EEs Adjustments,HT000052339
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,35420021,"4,367.97",ME-GMS GP Pension ERs Adjustments,HT000052339
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HANSCOMBE HOUSE SURGERY,35420021,"3,766.00",ME-GMS GP Prior Year EEs,HT000052339
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,35139440,"82,296.00",Hcare Srv Rec NHS Trust,H0005823
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,35139442,"162,885.00",Hcare Srv Rec NHS Trust,H0005822
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,35139530,"-135,573.00",Hcare Srv Rec NHS Trust,Y0000603
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,35225543,"4,107,796.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP022111
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Basic Sal-Rchgs to-from Oth Non NHS,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,HERTFORDSHIRE COUNTY COUNCIL,35157419,"59,751.03",Basic Sal-Rchgs to-from Oth Non NHS,1803201086
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,E'ers NHI-Rchgs to-from Oth Non NHS,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,HERTFORDSHIRE COUNTY COUNCIL,35157419,"6,615.57",E'ers NHI-Rchgs to-from Oth Non NHS,1803201086
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,E'ers Pen-Rchgs to-from Oth Non NHS,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,HERTFORDSHIRE COUNTY COUNCIL,35157419,"12,308.75",E'ers Pen-Rchgs to-from Oth Non NHS,1803201086
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,HERTFORDSHIRE COUNTY COUNCIL,35227327,"130,000.00",Clinical&Medical-Othe Public Sector,1803201083
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,35267209,"26,922.00",Clinical&Medical-Othe Public Sector,1803202980
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,35267209,"81,384.00",Clinical&Medical-Othe Public Sector,1803202980
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HERTFORDSHIRE COUNTY COUNCIL,35267209,"81,937.00",Cont Care- Adult 100% Fully Funded,1803202980
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Seconded-Basic Sal-Staff fm oth org,OPERATIONS MANAGEMENT,HERTFORDSHIRE COUNTY COUNCIL,35267209,"4,598.00",Seconded-Basic Sal-Staff fm oth org,1803202980
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Soc Care-Other Soc Care,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,35267209,"1,199,429.00",Soc Care-Other Soc Care,1803202980
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,35339602,"227,983.00",Clinical&Medical-Othe Public Sector,1803218276
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Othe Public Sector,NON RECURRENT PROGRAMMES,HERTFORDSHIRE COUNTY COUNCIL,35443751,"30,875.75",Clinical&Medical-Othe Public Sector,1803217257
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,35472290,"199,930.00",Clinical&Medical-Othe Public Sector,1803219489
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,35225544,"6,886,854.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP022112
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,35209901,"132,862.67",Clinical&Medical-Independent Sector,6235
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,35209901,"24,072.37",Clinical&Medical-Independent Sector,6235
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,35209901,"438,156.73",Clinical&Medical-Independent Sector,6235
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,35209907,"135,082.18",Clinical&Medical-Independent Sector,6234
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,35209909,"78,757.09",Clinical&Medical-Independent Sector,6239
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCN DES PCN support,GP FORWARD VIEW,HIGH ST SURGERY,35310345,"27,195.05",C&M-GMS PCN DES PCN support,FSEN01210019
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,35420025,140,C&M-GMS DES Learn Dsblty Hlth Chk,HT000052341
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,35420025,"5,663.50",C&M-GMS DES Minor Surgery,HT000052341
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,35420025,"38,984.74",C&M-GMS Global Sum,HT000052341
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,35225545,"123,364.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP022113
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,External Consultancy Fees,SERVICE TRANSFORMATION PROJECTS - (A),INSIGHT DIRECT (UK) LTD,35433775,"32,400.00",External Consultancy Fees,1
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,35476701,"83,900.25",Miscellaneous Expenditure (L9),5154569
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,35476701,"16,780.05",Miscellaneous Expenditure (L9),5154569
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,35420029,"2,408.71",C&M-GMS DES Minor Surgery,HT000052343
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,35420029,"93,695.56",C&M-GMS Global Sum,HT000052343
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,35420029,"3,000.00",C&M-GMS PCO Doctors Ret Scheme,HT000052343
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35420033,420,C&M-GMS DES Learn Dsblty Hlth Chk,HT000052345
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35420033,"1,050.98",C&M-GMS DES Minor Surgery,HT000052345
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35420033,"110,043.62",C&M-GMS Global Sum,HT000052345
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35420033,"1,808.67",C&M-GMS Prem Water Rates,HT000052345
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35420087,"3,459.69",C&M-GMS DES Minor Surgery,HT000052399
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35420087,"39,059.92",C&M-GMS Global Sum,HT000052399
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,35438776,"31,591.59",C&M-GMS Cost of Drugs -Dispensing,HT000052618
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,35438776,"6,212.84",C&M-GMS Prof Fees Dispensing,HT000052618
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,35438776,329.4,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000052618
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,35420036,"4,760.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000052347
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,35420036,"1,620.33",C&M-GMS DES Minor Surgery,HT000052347
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,35420036,"95,110.27",C&M-GMS Global Sum,HT000052347
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,35234583,"74,473.41",C&M-APMS Contract Value,HT000052240
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,35234583,"6,233.40",C&M-PMS QOF Aspiration,HT000052240
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Clinical Other,GP FORWARD VIEW,LEA VALLEY HEALTH LTD,35241363,"25,652.98",Clinical&Medical-Clinical Other,FSEN01210003
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,35420038,"1,540.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000052349
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,35420038,890.4,C&M-GMS DES Minor Surgery,HT000052349
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,35420038,"96,626.15",C&M-GMS Global Sum,HT000052349
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,35420038,27.05,C&M-GMS QOF Aspiration,HT000052349
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,35225546,"70,591.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP022114
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,35420040,"2,940.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000052351
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,35420040,"2,364.66",C&M-GMS DES Minor Surgery,HT000052351
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,35420040,"81,968.78",C&M-GMS Global Sum,HT000052351
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,35278696,"28,097.78",Clinical&Medical-Voluntary Sector,MS202525
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,External Data Contracts,STRATEGY & DEVELOPMENT,MEDEANALYTICS,35312720,"35,710.00",External Data Contracts,INV16474
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,35225535,"189,471.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP022103
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,35444441,"126,062.65",Clinical&Medical-Independent Sector,29166
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,35225548,"419,779.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP022116
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35420043,"2,277.38",C&M-GMS DES Minor Surgery,HT000052355
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35420043,"53,367.48",C&M-GMS Global Sum,HT000052355
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35420043,217.51,C&M-GMS Prem Water Rates,HT000052355
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,35438780,"-54,752.37",C&M-GMS Cost of Drugs -Dispensing,HT000052622
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35438780,"-3,321.45",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000052622
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,35438781,"125,167.35",C&M-GMS Cost of Drugs -Dispensing,HT000052623
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,35438781,"22,389.18",C&M-GMS Prof Fees Dispensing,HT000052623
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,35438781,"3,321.45",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000052623
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35437665,"4,116.38",C&M-GMS DES Minor Surgery,HT000052353
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35437665,"73,394.28",C&M-GMS Global Sum,HT000052353
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35437665,365.65,C&M-GMS QOF Aspiration,HT000052353
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35437665,"7,237.92",ME - GMS GP Prior Year ERs,HT000052353
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35437665,"6,795.04",ME-GMS GP Pension EEs Adjustments,HT000052353
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35437665,"7,237.95",ME-GMS GP Pension ERs Adjustments,HT000052353
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,35437665,"6,795.04",ME-GMS GP Prior Year EEs,HT000052353
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35420086,"3,853.92",C&M-GMS DES Minor Surgery,HT000052398
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35420086,"139,456.13",C&M-GMS Global Sum,HT000052398
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35420086,615.36,C&M-GMS PCO Doctors Ret Scheme,HT000052398
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NEW RIVER HEALTH,35438802,"20,591.29",C&M-GMS Cost of Drugs -Prescribing,HT000052644
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,35438802,"4,888.44",C&M-GMS Prof Fees Prescribing,HT000052644
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,NHS AP InterComm NHSE-CCG Accruals,Balance Sheet,NHS ARDEN AND GEM CSU,35455480,"50,205.35",NHS AP InterComm NHSE-CCG Accruals,7312619962
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Chrgs from SLA,HUMAN RESOURCES,NHS HERTS VALLEYS CCG,35455516,"101,515.40",Chrgs from SLA,7021201641
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Chrgs from SLA,HUMAN RESOURCES,NHS HERTS VALLEYS CCG,35455518,"101,515.40",Chrgs from SLA,7021201642
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,35297970,"49,044.17",Voids and Subsidies,H406504
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Meeting expense/Room Hire,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,35297973,"27,375.00",Meeting expense/Room Hire,H404503
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Service Charge,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,35312685,"-29,449.04",Service Charge,H375342
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Rates,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,35352980,"39,029.87",Rates,H404506
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Contr Estate Management,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,35352982,"15,669.52",Contr Estate Management,H406500
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Service Charge,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,35352982,"11,526.86",Service Charge,H406500
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Service Charge,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,35352982,"57,634.31",Service Charge,H406500
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,35352985,"83,213.40",Rent,H404500
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,NIGHTINGALE NURSING HOME,35474531,787.82,Cont Care-FNC Client Continence Allow,NNH212WR
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,NIGHTINGALE NURSING HOME,35474531,"28,980.57",Cont Care-Funded Nursing Care Allow,NNH212WR
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35225549,"811,458.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP022117
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,35420045,"73,303.37",C&M-GMS Global Sum,HT000052357
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,35420045,"6,471.00",ME - GMS GP Prior Year ERs,HT000052357
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,35420045,"4,009.72",ME-GMS GP Pension EEs Adjustments,HT000052357
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,35420045,"5,780.99",ME-GMS GP Pension ERs Adjustments,HT000052357
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,35420045,"4,185.00",ME-GMS GP Prior Year EEs,HT000052357
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,35420047,"2,100.00",C&M-GMS DES Learn Dsblty Hlth Chk,HT000052359
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,35420047,437.9,C&M-GMS DES Minor Surgery,HT000052359
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,35420047,"42,858.79",C&M-GMS Global Sum,HT000052359
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCN DES PCN support,GP FORWARD VIEW,PEARTREE GROUP PRACTICE,35310387,"25,772.73",C&M-GMS PCN DES PCN support,FSEN01210025
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35420082,"3,897.99",C&M-GMS DES Minor Surgery,HT000052394
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35420082,"149,289.26",C&M-GMS Global Sum,HT000052394
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,35420082,"4,000.20",C&M-GMS PCO Doctors Ret Scheme,HT000052394
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,35420049,"4,919.83",C&M-GMS DES Minor Surgery,HT000052361
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,35420049,"101,375.18",C&M-GMS Global Sum,HT000052361
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,35420049,436.48,C&M-GMS QOF Aspiration,HT000052361
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS PCN DES PCN support,GP FORWARD VIEW,POTTERELLS MEDICAL CENTRE,35310306,"34,414.79",C&M-GMS PCN DES PCN support,FSEN01210014
Department of Health,NHS East & North Hertfordshire CCG,31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,35420051,"1,897.73",C&M-GMS DES Minor Surgery,HT000052363
