Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Purchase Invoice Number
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,34530567,"564,012.22",Clinical&Medical-Independent Sector,6094
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,34530573,"173,882.98",Clinical&Medical-Independent Sector,6095
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Clinical Other,NHS 111,HERTS URGENT CARE,34739103,"25,237.90",Clinical&Medical-Clinical Other,6134
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,34716466,"38,581.93",C&M-GMS Global Sum,HT000051278
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,HIGH ST SURGERY,34716466,"9,045.00",C&M-GMS Prem Actual Rent,HT000051278
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,34570197,"123,364.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,External Consultancy Fees,ADHOC BUSINESS,INSIGHT DIRECT (UK) LTD,34435346,"25,774.00",External Consultancy Fees,5044473
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"6,231.50",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"7,935.90",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"5,920.20",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"3,229.20",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,877.05,Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"3,201.90",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"10,468.80",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"10,468.80",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"20,352.00",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506455,"13,737.07",Miscellaneous Expenditure (L9),5052531
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506456,"2,977.50",Miscellaneous Expenditure (L9),5051616
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506456,"6,888.42",Miscellaneous Expenditure (L9),5051616
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506456,785.16,Miscellaneous Expenditure (L9),5051616
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506456,"14,547.96",Miscellaneous Expenditure (L9),5051616
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506456,"1,339.56",Miscellaneous Expenditure (L9),5051616
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506456,"5,307.71",Miscellaneous Expenditure (L9),5051616
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506457,"12,510.40",Miscellaneous Expenditure (L9),5051502
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506457,"85,686.72",Miscellaneous Expenditure (L9),5051502
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506457,"4,466.56",Miscellaneous Expenditure (L9),5051502
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506457,"14,008.96",Miscellaneous Expenditure (L9),5051502
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506457,"12,136.32",Miscellaneous Expenditure (L9),5051502
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34506457,"25,761.78",Miscellaneous Expenditure (L9),5051502
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34655975,"27,000.00",Miscellaneous Expenditure (L9),1
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Miscellaneous Expenditure (L9),PRIMARY CARE IT,INSIGHT DIRECT (UK) LTD,34655975,"5,400.00",Miscellaneous Expenditure (L9),1
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,34716468,"93,510.28",C&M-GMS Global Sum,HT000051280
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KELLER P & PARTNERS,34716468,0.43,ME-GMS GP Prior Year EEs,HT000051280
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,34716470,"109,848.29",C&M-GMS Global Sum,HT000051282
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,34716470,"53,295.00",C&M-GMS Prem Actual Rent,HT000051282
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,34716470,"1,941.30",ME - GMS GP Prior Year ERs,HT000051282
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,34716470,"1,095.08",ME-GMS GP Pension EEs Adjustments,HT000051282
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,34716470,"1,693.25",ME-GMS GP Pension ERs Adjustments,HT000051282
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,34716470,"1,225.50",ME-GMS GP Prior Year EEs,HT000051282
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,34716525,"38,454.55",C&M-GMS Global Sum,HT000051338
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,34735683,"30,163.21",C&M-GMS Cost of Drugs -Dispensing,HT000051568
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,KING GEORGE SURGERY,34735683,"4,404.53",C&M-GMS Prof Fees Dispensing,HT000051568
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,34735683,201.3,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000051568
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,34716472,"94,192.60",C&M-GMS Global Sum,HT000051284
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KNEBWORTH AND MARYMEAD PRACTICE,34716472,"26,575.00",C&M-GMS Prem Actual Rent,HT000051284
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,34517346,"74,473.41",C&M-APMS Contract Value,HT000051079
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,34517346,934.2,C&M-APMS DES Minor Surgery,HT000051079
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,34517346,"21,000.00",C&M-APMS Prem Actual Rent,HT000051079
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LEA VALLEY HEALTH LTD,34517346,"6,233.40",C&M-PMS QOF Aspiration,HT000051079
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Clinical Other,GP FORWARD VIEW,LEA VALLEY HEALTH LTD,34554948,"25,652.98",Clinical&Medical-Clinical Other,FSEN1120003
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,34737518,"96,413.34",C&M-GMS Global Sum,HT000051286
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,34737518,"14,131.08",C&M-GMS PCO Locum Sickness,HT000051286
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISTER HOUSE SURGERY HATFIELD,34737518,27.05,C&M-GMS QOF Aspiration,HT000051286
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,34570198,"70,591.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,34716475,"81,417.16",C&M-GMS Global Sum,HT000051288
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,34716475,"47,985.00",C&M-GMS Prem Actual Rent,HT000051288
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MAPLES HEALTH CENTRE,34716475,665.93,C&M-GMS Prem Water Rates,HT000051288
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,34632629,"27,585.64",Clinical&Medical-Voluntary Sector,MS202048
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,External Data Contracts,STRATEGY & DEVELOPMENT,MEDEANALYTICS,34664202,"35,710.00",External Data Contracts,INV16293
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,External Data Contracts,STRATEGY & DEVELOPMENT,MEDEANALYTICS,34664204,"35,710.00",External Data Contracts,INV16242
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,External Data Contracts,STRATEGY & DEVELOPMENT,MEDEANALYTICS,34664206,"35,710.00",External Data Contracts,INV16348
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,34570188,"189,471.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,34450734,"123,108.05",Clinical&Medical-Independent Sector,28160
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,34739152,"123,108.05",Clinical&Medical-Independent Sector,28493
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34570199,"419,779.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,34716479,"53,369.04",C&M-GMS Global Sum,HT000051292
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,34716479,"6,000.00",C&M-GMS Prem Actual Rent,HT000051292
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,34735688,"-57,466.21",C&M-GMS Cost of Drugs -Dispensing,HT000051573
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,34735688,"-4,227.30",C&M-GMS PrscChrgsCll&RmttdbyGPCntra,HT000051573
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,34735689,"99,243.39",C&M-GMS Cost of Drugs -Dispensing,HT000051574
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,MUCH HADHAM HLTH CNTRE,34735689,"18,874.54",C&M-GMS Prof Fees Dispensing,HT000051574
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,34735689,"4,227.30",C&M-GMS PrscrptnChrgsColl&RmttdbyGP,HT000051574
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,34716477,"74,963.49",C&M-GMS Global Sum,HT000051290
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,34716477,"6,750.00",C&M-GMS Prem Actual Rent,HT000051290
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEVELLS ROAD SURGERY,34716477,365.65,C&M-GMS QOF Aspiration,HT000051290
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,34716523,"141,128.93",C&M-GMS Global Sum,HT000051336
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,34716523,"1,384.56",C&M-GMS PCO Doctors Ret Scheme,HT000051336
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,34716523,"20,715.00",C&M-GMS Prem Actual Rent,HT000051336
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NEW RIVER HEALTH,34716523,"15,708.65",ME-GMS GP Prior Year EEs,HT000051336
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Contr Estate Management,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,34430754,"2,611.59",Contr Estate Management,H354114
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Contr Estate Management,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,34430754,"13,057.93",Contr Estate Management,H354114
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Service Charge,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,34430754,"69,161.17",Service Charge,H354114
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Rates,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,34430756,"40,773.33",Rates,H352326
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,34430757,"83,213.40",Rent,H352325
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Voids and Subsidies,PRC DELEGATED CO-COMMISSIONING,NHS PROPERTY SERVICES LTD,34620310,"49,044.17",Voids and Subsidies,H368127
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Charges from CCG,PROGRAMME PROJECTS,NHS WEST ESSEX CCG,34530545,"113,854.00",Charges from CCG,7022001666
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Charges from CCG,PROGRAMME PROJECTS,NHS WEST ESSEX CCG,34648530,"41,821.00",Charges from CCG,7022001671
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Charges from CCG,NON RECURRENT PROGRAMMES,NHS WEST ESSEX CCG,34739110,"41,958.00",Charges from CCG,7022001695
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,34570200,"811,458.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARK GREEN SURGERY BROXBOURNE,34716481,"73,313.38",C&M-GMS Global Sum,HT000051294
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PARSONAGE SURGERY,34716483,"41,928.11",C&M-GMS Global Sum,HT000051296
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,34716518,"-5,431.33",ME - GMS GP Prior Year ERs,HT000051331
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,34716518,"-9,162.51",ME-GMS GP Pension EEs,HT000051331
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,34716518,"-10,461.45",ME-GMS GP Pension ERs Adjustments,HT000051331
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,34716518,"-2,992.61",ME-GMS GP Prior Year EEs,HT000051331
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,34716519,420,C&M-GMS DES Learn Dsblty Hlth Chk,HT000051332
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,34716519,"148,617.24",C&M-GMS Global Sum,HT000051332
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,34716519,"4,307.52",C&M-GMS PCO Doctors Ret Scheme,HT000051332
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PEARTREE GROUP PRACTICE,34735709,"25,690.46",C&M-GMS Cost of Drugs -Prescribing,HT000051594
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,PEARTREE GROUP PRACTICE,34735709,"4,839.59",C&M-GMS Prof Fees Prescribing,HT000051594
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Practice Transformational Support,LOCAL ENHANCED SERVICES,PORTAKABIN LTD,34648474,"26,139.31",C&M-GMS Practice Transformational Support,900898030
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,34716485,"101,070.43",C&M-GMS Global Sum,HT000051298
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,34716485,"42,722.50",C&M-GMS Prem Actual Rent,HT000051298
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PORTMILL SURGERY,34716485,436.48,C&M-GMS QOF Aspiration,HT000051298
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,34716487,"108,561.99",C&M-GMS Global Sum,HT000051300
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,34716487,"1,384.56",C&M-GMS PCO Doctors Ret Scheme,HT000051300
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,POTTERELLS MEDICAL CENTRE,34716487,948,C&M-GMS PCO Locum Sickness,HT000051300
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),34570205,"5,709,907.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PUCKERIDGE & STANDON SURGERY,34716491,"69,158.69",C&M-GMS Global Sum,HT000051304
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,34549302,"250,000.00",Cont Care- Adult 100% Fully Funded,ENHERTS1120PF
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,34716489,"91,974.70",C&M-GMS Global Sum,HT000051302
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,34716489,"3,307.64",C&M-GMS PCO Doctors Ret Scheme,HT000051302
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,34716489,"2,979.55",C&M-GMS PCO Locum Sickness,HT000051302
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REGAL CHAMBERS SURGERY,34716489,543.47,C&M-GMS QOF Aspiration,HT000051302
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Clinical&Medical-Independent Sector - Prior Year,ACUTE COMMISSIONING,RIVERS HOSPITAL,34682055,"57,429.88",Clinical&Medical-Independent Sector - Prior Year,ENHCCGRIVINVCQUIN1920
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,34570201,"87,497.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,34570202,"2,351,447.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,34570203,"210,518.00",Hcare Srv Rec NHS Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,34570204,"109,428.00",Hcare Srv Rec Fdtn Trust-Contract Baseline,06KBP122001
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHEPHALL SURGERY,34716493,"58,504.92",C&M-GMS Global Sum,HT000051306
Department of Health,NHS East & North Hertfordshire CCG,11/30/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SHIPHAY MANOR & ABBEY ROAD SURGERY,34716495,"67,267.93",C&M-GMS Global Sum,HT000051308
